A,B,result,RefD
NP_(complexity),Fourier_analysis,0,0.001241851
Structured_programming,Programming_language,1,0.169624904
Randomized_algorithm,Natural_language_processing,0,0.002856045
Data_(computing),Undecidable_problem,0,0.007360595
Program_analysis,Internet_Protocol_Suite,0,0.004841388
Randomness,Pattern_matching,0,0.002743918
Very_long_instruction_word,Quantum_computer,0,0.420188981
Monte_Carlo_method,Expected_value,1,0.068669959
Type_system,Computational_problem,0,-0.014298108
System_programming,Operating_system,1,0.394678193
Relational_database,Graphics,0,0.0
Algorithm,Routing,0,-0.049467124
Geometry,Matrix_(mathematics),1,-0.027140403
Monad_(functional_programming),Input/output,1,0.015418232
Markov_chain,Expected_value,1,-0.056061483
Machine_learning,Quantum_computer,0,-0.080977058
Linear_system,Mathematical_induction,0,0.071519951
Approximation_algorithm,Algorithm,1,0.239467534
Virtual_memory,Computing,1,0.027043076
Flow_network,Monad_(functional_programming),0,0.0
Algorithm,Discrete_mathematics,1,-0.171414973
Fourier_analysis,Polynomial,1,0.028063406
Logic_programming,Run_time_(program_lifecycle_phase),0,-0.01790366
Big_data,Computer_science,1,0.023579663
Mathematical_optimization,Integer,1,0.09349395
Partial_differential_equation,Numerical_analysis,1,0.072574223
Query_language,Programming_language,1,0.08137512
Computer_programming,Data_structure,1,-0.048791558
Multi-core_processor,Central_processing_unit,1,0.226292376
Mathematical_model,Authentication,0,0.0
User_interface_design,Floating_point,0,0.001398553
High-level_programming_language,Queue_(data_structure),0,-0.008748326
Sentiment_analysis,Natural_language_processing,1,-0.051944596
Parallel_algorithm,Parallel_computing,1,0.744931286
Computational_geometry,Algorithm,1,0.292559043
C_(programming_language),Computer_programming,1,-0.024079956
Randomness,Mutual_exclusion,0,-0.012796692
Database_management_system,Computer,1,-0.020390451
Algorithm,Iterative_method,1,-0.224473226
Number_theory,Web_browser,0,0.013071842
Natural_language_processing,Semantics,1,0.085629191
Lisp_(programming_language),Functional_programming,1,0.059948591
Graph_(mathematics),Mathematics,1,0.33203033
Computational_chemistry,Algorithm,1,0.088051534
Numerical_analysis,Approximation,1,-0.107883597
Virtual_reality,Interactivity,1,-0.180736703
Machine_learning,Markov_chain,1,-0.233212047
String_(computer_science),Data_structure,1,-0.061550447
Computer_graphics,Network_security,0,0.007963879
Correlation_and_dependence,Logic,0,0.011105792
Computer_network,Automated_planning_and_scheduling,0,0.021804742
Digital_electronics,Amortized_analysis,0,-0.037221506
Arithmetic_logic_unit,Scope_(computer_science),0,-0.008006604
Instruction_set,Computer_architecture,1,0.384682784
Memory_management,Flow_network,0,0.004295727
Compiler_optimization,Context-free_grammar,0,0.007246827
Programming_language,Computer,1,-0.032841279
Computer_programming,Computational_science,1,-0.025608397
Embedded_system,Bioinformatics,0,-0.050690474
Server_(computing),Lazy_evaluation,0,-0.030141933
Finite_set,Mathematics,1,0.344169689
Parametric_polymorphism,Programming_language,1,0.335564612
Undecidable_problem,Inheritance_(object-oriented_programming),0,-0.034276198
Quantum_cryptography,Cryptography,1,-0.330125577
Data_type,Computer_science,1,0.25579221
Knowledge_representation_and_reasoning,Mathematics,1,0.061615247
Communications_protocol,Communication,1,0.002523199
Geometric_modeling,Algorithm,1,0.158048249
Haskell_(programming_language),Programming_language,1,0.318359272
Finite_element_method,Machine_learning,0,0.014559177
Distributed_computing,Computer_programming,1,0.070708541
Distributed_computing,Computer_network,1,0.277709387
File_system,Algorithm,0,0.03759614
Exponential_family,Probability_theory,1,0.187448472
Congestion_control,Pattern_recognition,0,0.0
B-tree,Feature_extraction,0,0.0
Part-of-speech_tagging,Personal_computer,0,0.010069348
Concurrency_control,Computer,1,0.178200402
Natural_language_processing,MapReduce,0,-0.018324414
Machine_learning,Computer_programming,1,-0.214676668
Regular_language,Finite-state_machine,1,0.021014733
Message_passing,Theory_of_computation,0,0.015632986
Sequence_alignment,Sparse_matrix,0,0.003141778
Neural_network,Design_pattern_(computer_science),0,-0.004080197
Software_design,Computer_programming,1,-0.222972024
Database_management_system,Big_data,0,-0.051876216
Database_design,Relational_model,1,0.079078124
Turing_machine,Control_flow,0,-0.013035845
Analysis_of_algorithms,Computer_programming,1,-0.084474599
Assembly_language,Computer_science,1,0.093181046
"Best,_worst_and_average_case",Formal_verification,0,0.0
Data_analysis,Exponential_family,0,0.076580398
Wavelet,Signal_processing,1,-0.01219552
Stochastic_process,Randomization,1,-0.030160541
Statistics,Pattern_matching,0,-0.010007459
User_interface_design,Computer,1,0.031358799
Decision_theory,Kernel_(computing),0,-0.00534154
Parsing,Python_(programming_language),0,0.117151761
Economics,Software_testing,0,-0.01692323
Analysis_of_algorithms,Shared_memory,0,-0.016482213
Computer_vision,Pattern_recognition,1,0.097601175
Computer_architecture,Computer,1,0.020153112
Run_time_(program_lifecycle_phase),C_(programming_language),0,0.142395543
Compiler_optimization,Assembly_language,1,0.12234722
Spanning_tree,Graph_theory,1,0.326252363
Software_testing,Bioinformatics,0,0.018186053
Haskell_(programming_language),Functional_programming,1,0.27069467
Hash_table,Data_structure,1,0.046176745
Operating_system,Probability_theory,0,-0.032743835
Variable_(computer_science),Computer_programming,1,0.180818995
Context-free_grammar,Mutual_exclusion,0,0.004436443
Computational_complexity_theory,Computer_science,1,0.041433121
Cryptanalysis,Database_design,0,0.0
Lexical_analysis,Formal_grammar,1,0.114109208
Machine_learning,Graph_theory,1,-0.138412323
Cryptography,Information_security,1,-0.08531737
Gradient_descent,Algorithm,1,0.12465849
Random_graph,Data_type,0,0.006251593
Algorithm_design,Wavelet,0,-0.027918575
Kinematics,Vulnerability_(computing),0,0.0
Computing,Computation,1,0.00466115
Inequality_(mathematics),Software_engineering,0,0.004121466
Functional_programming,Cloud_computing,0,0.008919599
Boundary_value_problem,Matrix_(mathematics),0,0.044306644
Database,Computer_science,1,-0.053853887
Algorithm,Foundations_of_mathematics,1,-0.047860628
Concurrent_computing,Computer,1,-0.001266884
Queue_(data_structure),Functional_programming,0,0.065514347
Interpolation,3D_modeling,0,-0.008789265
Traffic_analysis,Cryptography,1,0.460699518
Denotational_semantics,Congestion_control,0,0.0
Cryptographic_hash_function,Information_security,1,0.0031455
Polymorphism_(computer_science),Computer_science,0,0.241655076
Parallel_algorithm,Divide_and_conquer_algorithm,0,-0.026185135
Control_flow,Scope_(computer_science),1,-0.009798003
Virtual_reality,C_(programming_language),0,0.007165837
Programming_paradigm,Programming_language,1,0.068082168
Transaction_processing,Mathematical_induction,0,0.0
Computer_simulation,Computer_science,1,0.040263393
Query_optimization,Relational_database,1,0.201055923
Symmetric_multiprocessing,Firewall_(computing),0,-0.001414869
Asymptotic_analysis,Inequality_(mathematics),0,0.013969941
Digital_electronics,Packet_switching,0,0.008912355
Machine_learning,Expected_value,1,-0.010152175
Introduction_to_Algorithms,Vulnerability_(computing),0,0.0
Application_programming_interface,Parallel_computing,0,-0.17648088
Divide_and_conquer_algorithm,Algorithm_design,1,0.249932844
Machine_learning,Algorithm_design,1,0.089814425
Software_testing,Uncertainty,0,0.00925032
Firewall_(computing),Network_security,1,-0.093560841
Computer_science,Number_theory,1,-0.186765772
Hidden_Markov_model,Dynamic_programming,1,-0.00190152
Deadlock,Computer_multitasking,1,-0.276436896
Computer_graphics,Stochastic,0,-0.018332997
Linear_system,Computing,0,-0.002031866
Cryptography,Sparse_matrix,0,-0.026343952
Digital_electronics,Network_security,0,0.023224865
Firewall_(computing),Computer_science,0,0.009427945
Artificial_intelligence,Graph_theory,1,-0.151878349
Finite_element_method,Numerical_analysis,1,0.205381944
Poisson_distribution,Expected_value,1,0.185260499
Memory_hierarchy,Image_processing,0,-0.00740148
Parametric_polymorphism,Variable_(computer_science),1,-0.003243358
Software_design,Computational_science,0,-0.061935367
Mathematical_model,Ray_tracing_(graphics),0,0.007261828
Haskell_(programming_language),Random_variable,0,0.002311233
Theoretical_computer_science,Discrete_mathematics,1,0.140874934
Computer_programming,Relational_model,0,-0.042665013
Distributed_computing,Relational_database,0,-0.027111008
Relational_database_management_system,Finite_element_method,0,0.0
Wireless_sensor_network,Scientific_visualization,0,0.0
Rendering_(computer_graphics),Memory_hierarchy,0,0.000442892
Kalman_filter,Thread_(computer_science),0,0.002071981
Software_engineering,Data_structure,1,-0.026433554
Arithmetic_logic_unit,Digital_electronics,1,0.335156724
Object_(computer_science),Scope_(computer_science),0,-0.146080052
Cryptography,Modular_arithmetic,1,-0.10451063
Robotics,Artificial_intelligence,1,-0.022713823
Linked_list,Large_deviations_theory,0,0.0
Statistical_hypothesis_testing,Random_variable,1,-0.349746716
Relational_model,Data_type,1,0.144369291
Computer_network,Data_(computing),1,-0.458521342
Relational_database,C++,0,0.105081377
Recommender_system,Shortest_path_problem,0,0.004247174
Functional_programming,Programming_language,1,0.115317107
Design_of_experiments,Signal_processing,0,-0.014945826
Security,Telecommunications_network,0,0.010211587
Calculus,Large_deviations_theory,0,-0.043687626
Relational_algebra,Object_(computer_science),0,0.019736716
Assembly_language,Application_software,0,-0.019462554
Concurrency_control,System_call,0,0.004773021
Input/output,Computational_complexity_theory,0,0.054567442
Pattern_matching,Distributed_computing,0,0.015762693
Computer_network,Graph_(mathematics),1,0.048778134
Undecidable_problem,Divide_and_conquer_algorithm,0,-0.011491782
Robotics,Mechanical_engineering,1,-0.061440194
Robotics,Shortest_path_problem,0,0.000963845
Computer_security,Encryption,0,-0.146536064
Feature_extraction,Algorithm,1,0.136421544
Memory_hierarchy,Operating_system,0,0.132532914
Compiler,Parsing,1,-0.069508108
Information_theory,Random_variable,1,0.012998694
Modular_programming,Statistical_hypothesis_testing,0,0.002333667
Internet_Protocol_Suite,Computer_network,1,0.17326564
Graphical_user_interface,Formal_language,0,0.017408662
Introduction_to_Algorithms,Computing,0,0.01232651
Big_data,Internet,0,0.032049027
Java_(programming_language),OSI_model,0,-0.009807548
Mathematics,Foundations_of_mathematics,1,-0.268064611
Introduction_to_Algorithms,Recurrence_relation,0,-0.052771433
Personal_computer,Computer,1,0.026507752
Computer_vision,Analysis_of_algorithms,1,-0.282975473
PageRank,Natural_language,0,0.035859288
Pipeline_(computing),Central_processing_unit,1,0.140414318
Personal_computer,Motion_planning,0,-0.010239471
JavaScript,Programming_language,1,-0.048814607
Internet,Random_graph,0,-0.020917402
Markov_chain,Web_server,0,0.002451142
Divide_and_conquer_algorithm,Algorithm,1,0.249932844
Cache_coherence,Theory_of_computation,0,0.003362469
Programming_paradigm,Computer_science,1,0.162697667
Semidefinite_programming,Approximation_algorithm,1,0.185669083
Control_flow,High-level_programming_language,0,0.118205459
Regular_expression,P_versus_NP_problem,0,0.020268476
Partial_differential_equation,Haskell_(programming_language),0,-0.002311233
C_(programming_language),Automated_theorem_proving,0,-0.033191843
Software_engineering,Computer_programming,1,-0.210299857
Lazy_evaluation,Programming_language,1,0.322453129
Multi-core_processor,Parallel_computing,1,0.343128853
Automatic_programming,Autonomous_robot,0,0.0
Rendering_(computer_graphics),Mathematics,1,0.019246982
Computer_programming,Computer_science,1,0.270937986
Eigenvalues_and_eigenvectors,Matrix_(mathematics),1,0.158308962
Halting_problem,Concurrency_control,0,0.0
Image_analysis,World_Wide_Web,0,0.035394237
Linear_system,Inheritance_(object-oriented_programming),0,0.0
Cryptographic_hash_function,Encryption,1,0.111497365
Monad_(functional_programming),Functional_programming,1,0.13203734
Communications_protocol,Algorithm,1,0.157040944
Concurrency_(computer_science),Computer_science,1,0.076700304
Robot,Turing_machine,0,0.004046349
Markov_chain,Traffic_analysis,0,-0.00602736
OSI_model,Monte_Carlo_method,0,-0.003390161
Database,Operating_system,1,0.034225937
Software_testing,Programming_language,1,0.108114517
Type_system,Reinforcement_learning,0,0.029449714
Central_processing_unit,Computer,1,-0.042617209
Random_walk,Graph_(mathematics),1,0.046297155
Compiler_optimization,Symmetric_multiprocessing,0,0.022649089
Hidden_line_removal,Graph_theory,0,0.042317451
Mathematical_optimization,Algorithm,1,-0.013472353
Algebra,Mathematics,1,0.414795985
Exponential_family,Random_variable,1,-0.169227534
Visualization_(computer_graphics),Computer_science,0,0.067209638
Firewall_(computing),Data,1,0.023027791
Autonomous_robot,Motion_planning,1,0.092967923
Compiler,Computer_science,1,0.180102571
Lazy_evaluation,Formal_methods,0,0.013831012
Newton's_method,Mathematical_optimization,1,0.169429097
Computational_geometry,Mathematics,1,0.236342241
Model_of_computation,Computer_science,1,0.377049662
Hash_table,"Best,_worst_and_average_case",1,-0.166713524
Software_framework,Control_flow,1,0.00676722
Algorithm,Computation,1,-0.175243163
Automated_theorem_proving,Predicate_logic,1,0.006318469
Gradient_descent,Turing_machine,0,0.013027536
Suffix_tree,Knowledge_representation_and_reasoning,0,0.003289035
Database,Algorithm_design,1,0.05132487
CPU_cache,Expert_system,0,-0.018251515
P_versus_NP_problem,Integer,1,0.02808559
Design_of_experiments,Kernel_(computing),0,0.0
Cache_coherence,Shared_memory,1,0.045917496
Knowledge_representation_and_reasoning,Logic,1,0.132874938
Algorithm,Computer_science,1,-0.074289158
Sentiment_analysis,Document_classification,1,-0.293793673
Information_theory,Quantum_computer,0,-0.096380173
Garbage_collection_(computer_science),Natural_language,0,0.012536212
Economics,Procedural_programming,0,0.0
Martingale_(probability_theory),Probability_theory,1,0.582019312
Hidden_Markov_model,Automated_theorem_proving,0,0.010288622
Multiplication,Mathematics,1,0.40696149
Algorithm_design,Analysis_of_algorithms,1,-0.355785449
Parallel_computing,Digital_signature,0,-0.003353749
Semantics_of_programming_languages,Programming_language,1,0.11060461
Personal_computer,Rendering_(computer_graphics),0,-0.012883357
Python_(programming_language),Assembly_language,0,-0.015885282
Poisson_distribution,Formal_grammar,0,-0.003075685
Personal_computer,Public-key_cryptography,0,-0.017942801
Theoretical_computer_science,Mathematics,1,0.136453334
Software_engineering,Stochastic,0,-0.01207844
Parallel_algorithm,Structured_programming,0,0.050029995
Relational_database,Database,1,0.267420525
Reason,Ray_tracing_(graphics),0,0.0
Randomized_algorithm,Cryptanalysis,0,-0.009128955
Computer_animation,Computational_geometry,1,-0.127162861
Semantics,Higher-order_function,0,-0.014956728
Relational_model,Mathematical_proof,0,0.000532286
Pattern_matching,Integer,0,0.077201652
Knowledge_representation_and_reasoning,Algorithm,1,0.241260201
Natural_language_processing,HTML,0,0.018343428
Boundary_value_problem,Nonlinear_system,1,-0.129011856
Logic_programming,Distributed_algorithms,0,-0.020286084
Parsing,Natural_language,1,0.086944721
Estimation_theory,Expected_value,1,0.117607807
Database_design,Data_structure,1,-0.007455354
Random_walk,Time_complexity,0,-0.00018638
Matrix_(mathematics),Kernel_(computing),0,-0.041827393
Data_structure,Computer_science,1,0.392923206
World_Wide_Web,Computer,1,0.002875371
Neural_network,Artificial_intelligence,1,0.118784244
Higher-order_function,Fourier_analysis,0,0.026536223
Large_deviations_theory,Visualization_(computer_graphics),0,0.010938659
Computational_chemistry,Computer_science,1,-0.052227801
Computer_science,Logic,1,0.027484139
Pipeline_(computing),Fixed_point_(mathematics),0,0.0
Garbage_collection_(computer_science),Game_theory,0,0.001755485
Calculus,Algebra,1,-0.14857732
Numerical_analysis,Polynomial,1,-0.059822418
Database_design,Relational_database_management_system,0,0.106127216
Robotics,Analysis_of_algorithms,1,-0.043152482
Finite_difference,Polynomial,1,0.094232643
Symbol_table,Scientific_modelling,0,0.0
Scripting_language,Computer_programming,1,0.017436073
Operating_system,Computing,1,-0.220684296
Spanning_tree,Regular_expression,0,0.0
Performance_tuning,Iterative_method,0,0.0
Web_browser,Computer,1,-0.020917851
Computational_chemistry,3D_modeling,0,-0.017947596
High-level_programming_language,Information_theory,0,0.036088557
Control_flow,Programming_language,1,0.364713476
Hidden_line_removal,Algorithm,1,0.12440512
Microcode,Differential_equation,0,0.00639736
Operating_system,Theory_of_computation,0,-0.182002875
Software_testing,Software_development,1,-0.065497204
3D_modeling,Algorithm,1,0.08023035
Data_mining,Computer_science,1,-0.044026539
Martingale_(probability_theory),Automata_theory,0,0.023218739
Random_graph,Mathematics,1,0.213520748
Artificial_intelligence,Computer,1,-0.027365276
Algorithm_design,Computer_science,1,-0.074289158
Geometric_modeling,Procedural_programming,0,0.0
Speech_recognition,Computer_science,1,0.013070658
Unix,Computer,1,-0.02180205
Relational_database,Computer_programming,1,0.015188667
Mathematical_induction,Mathematical_proof,1,0.020792182
Human-computer_interaction,Linear_system,0,0.0
Imperative_programming,Programming_language,1,0.174853293
Cryptanalysis,Information_security,1,0.004233711
Deadlock,Geometric_modeling,0,0.0
Unsupervised_learning,Network_security,0,0.004510475
Interactivity,Decision_theory,0,0.0
Software_development,Computer_science,1,0.299067247
Relational_database,Relational_model,1,-0.076087163
Natural_language_processing,ML_(programming_language),0,-0.044050084
Web_browser,Recursively_enumerable_set,0,0.0
Software_development,JavaScript,0,0.003135698
Assembly_language,Computer_programming,1,-0.031491556
Internet_Protocol_Suite,Computer,1,0.015681973
Part-of-speech_tagging,Statistics,0,0.044585797
Data_type,Scheduling_(computing),0,-0.002586313
Game_theory,Mathematical_optimization,1,-0.030615782
Sentiment_analysis,Machine_learning,1,0.133851249
Lexical_analysis,Lexical_semantics,0,0.03216448
Data_(computing),Communication,0,0.012579263
Hidden_line_removal,User_interface_design,0,0.078190638
Artificial_intelligence,Programming_language,1,-0.161926895
Computer_programming,Program_analysis,0,-0.212662459
Machine_translation,Object_(computer_science),0,-0.01155121
Algorithm,Theoretical_computer_science,1,-0.238551264
Embedded_system,Operating_system,1,0.117910834
Database_design,Peer-to-peer,0,0.000602782
Graph_(mathematics),Discrete_mathematics,1,-0.051011594
Vulnerability_(computing),Computer_animation,0,0.010369126
Graphical_model,Scientific_modelling,1,-0.018946923
Programming_paradigm,Data_structure,1,0.038877291
Computer_programming,Computational_complexity_theory,1,0.167018835
Recursively_enumerable_set,Algorithm,1,0.107391639
MapReduce,Parallel_computing,1,0.022169938
"Best,_worst_and_average_case",Sparse_matrix,0,0.158400038
Computer_science,Discrete_mathematics,1,-0.141151979
Markov_process,Probability_theory,1,0.16778996
Parallel_computing,P_versus_NP_problem,0,-0.047201038
Relational_database_management_system,Relational_algebra,1,-0.050871327
Quantum_mechanics,Randomness,1,-0.026842611
C_(programming_language),Synchronization,0,-0.003546516
Parallel_algorithm,Computer_science,1,0.22754649
Java_(programming_language),Algorithm,0,-0.014580189
Communications_protocol,Round-off_error,0,0.001473118
Digital_electronics,Problem_solving,0,0.003664565
Shading,Transaction_processing,0,0.0
Digital_signature,Security,0,-0.015754602
Finite_difference,Boundary_value_problem,1,-0.011534555
Scripting_language,Computer,1,0.011509703
Index_(database),Relational_database,1,0.151512079
Scope_(computer_science),Approximation,0,0.0
Computer_multitasking,Malware,0,-0.003497881
Malware,Flow_network,0,0.008169618
Asymptotic_analysis,Web_server,0,0.0
Hidden_Markov_model,Artificial_intelligence,1,-0.001872253
Image_analysis,Computer_science,1,0.112867474
Software_engineering,Debugging,1,-0.201917081
Polymorphism_(computer_science),Programming_style,0,0.0
Message_Passing_Interface,Inter-process_communication,1,-0.006416958
Computer_vision,Geometry,1,-0.029226341
PageRank,Automata_theory,0,0.008763842
Bioinformatics,Algorithm,1,0.078505704
Economics,Mathematical_optimization,1,-0.036833927
Prolog,Programming_language,1,-0.041949598
Machine_learning,Mathematical_optimization,1,0.01872574
Perl,Lexical_semantics,0,-0.014045355
Discrete_mathematics,Mathematics,1,0.426355472
Eigenvalues_and_eigenvectors,Relational_database,0,0.0
Lisp_(programming_language),Scope_(computer_science),1,-0.151150603
Boundary_value_problem,Garbage_collection_(computer_science),0,0.0
Bayesian_probability,Data,1,-0.400697728
Interpolation,Mathematics,1,0.273683613
