A,B,result,RefD
Neural_network,Pattern_recognition,1,-0.311379408
Software_engineering,Web_browser,0,0.028254369
Complexity_class,Computational_complexity_theory,1,0.32337629
Communication,Microprocessor,0,0.005622007
Complexity_class,Geometry,0,0.003950115
Time_complexity,Turing_machine,1,0.073534723
Virtual_reality,C_(programming_language),0,0.007165837
Human-computer_interaction,Linear_system,0,0
Natural_language_processing,ML_(programming_language),0,-0.044050084
Computer_animation,Computational_geometry,1,-0.127162861
Mathematical_proof,Design_pattern_(computer_science),0,-0.004177758
List_of_undecidable_problems,Computability,1,-0.024534843
Computer_security,Security,1,-0.125341271
Statistical_hypothesis_testing,Statistical_inference,1,-0.090868071
Python_(programming_language),Design_pattern_(computer_science),0,-0.078734897
Object-oriented_programming,Abstract_data_type,1,-0.118771136
NP-complete,Communications_protocol,0,0.001126275
Computer_security,Asymptotic_analysis,0,-0.016967912
Image,Complexity,0,0.011416542
Game_theory,Probability_theory,1,-0.29521624
Cryptography,Computer_security,1,-0.077825103
Computational_complexity_theory,Message_passing,0,-0.020301813
Superscalar,MapReduce,0,0.000420068
Java_(programming_language),Algorithm,0,-0.014580189
Artificial_intelligence,Computer_programming,1,-0.255166821
Time_complexity,Computational_complexity_theory,1,0.322972214
Data_mining,Algorithm,1,0.132825569
Assembly_language,Computer_programming,1,-0.031491556
Superscalar,Lexical_semantics,0,0
Ordinary_differential_equation,Semidefinite_programming,0,-0.016769777
3D_computer_graphics,Image_processing,1,0.010943681
Inference,OSI_model,0,0.005840115
Graphical_model,Data,1,-0.357281726
Computer_simulation,Computer_science,1,0.040263393
Geometric_modeling,Computational_geometry,1,0.169612235
Reinforcement_learning,Statistical_hypothesis_testing,0,0.025340924
Graphical_user_interface,Computer_science,1,0.02462836
Query_optimization,Relational_database,1,0.201055923
Python_(programming_language),Parallel_algorithm,0,-0.092490615
Machine_learning,Expected_value,1,-0.010152175
Semidefinite_programming,Approximation_algorithm,1,0.185669083
Database_management_system,Computer_science,1,-0.053853887
Personal_computer,Public-key_cryptography,0,-0.017942801
Random_walk,Graph_(mathematics),1,0.046297155
Machine_learning,Computational_complexity_theory,1,-0.081543014
Query_optimization,SQL,1,0.318324938
SQL,Computer_programming,1,-0.051527436
Query_optimization,Finite_difference,0,0
Computer_science,Logic,1,0.027484139
First-order_logic,Control_flow,0,0.001272719
Turing_machine,Theory_of_computation,1,-0.140557724
Scripting_language,Computer,1,0.011509703
Software_framework,Computer_programming,1,-0.061069049
Embedded_system,Computer,1,-0.005535346
PageRank,Natural_language,0,0.035859288
Object-oriented_programming,Very_long_instruction_word,0,-0.009525326
Software_engineering,Data_structure,1,-0.026433554
Communication,Program_analysis,0,0
Finite_set,Mathematics,1,0.344169689
Compiler_optimization,Python_(programming_language),0,0.087107053
Parsing,Regular_language,1,0.014471295
Very_long_instruction_word,Lisp_(programming_language),0,0.010871365
Undecidable_problem,JavaScript,0,-0.001191696
Query_language,Computational_learning_theory,0,-0.003752107
Security,Telecommunications_network,0,0.010211587
Problem_solving,Pattern_matching,0,0.005917774
Discrete_mathematics,Algebra,1,0.092213453
Scope_(computer_science),Programming_language,1,0.362059481
Java_(programming_language),OSI_model,0,-0.009807548
Structured_programming,Analysis_of_algorithms,0,0.008340394
Programmer,Computer_programming,1,0.091236975
Relational_algebra,Memory_management,0,0
High-level_programming_language,Information_theory,0,0.036088557
Speech_recognition,Markov_chain,1,0.001379244
Matrix_(mathematics),Computer_vision,0,0.111409466
Unix,Operating_system,1,0.454652047
Compiler_optimization,Prediction,0,0
Image,PSPACE,0,0
Database_management_system,Kinematics,0,0.001235993
Cryptanalysis,Mathematics,1,0.069149878
Mathematical_model,Ray_tracing_(graphics),0,0.007261828
Computer_vision,Artificial_intelligence,1,0.239632356
Geometry,Linear_system,0,-0.090884308
Computational_complexity_theory,Algorithm,1,0.189828923
Database_design,Peer-to-peer,0,0.000602782
C++,Computer_programming,1,-0.075485336
Sequence_alignment,Sparse_matrix,0,0.003141778
Mathematical_proof,Computer_science,0,0.088113563
Integer,Kernel_(computing),0,-0.037184596
Internet,OSI_model,1,-0.052989851
Linear_algebra,Matrix_(mathematics),1,-0.011901284
Superscalar,Relational_database_management_system,0,0.000239363
Calculus,Large_deviations_theory,0,-0.043687626
Object-oriented_programming,3D_computer_graphics,0,-0.013651507
Syntax,Deadlock,0,-0.009539975
Shading,Context-free_grammar,0,-0.004436443
Memory_management,Network_security,0,0.002843121
Algorithm,Iterative_method,1,-0.224473226
String_searching_algorithm,Computer_science,1,0.492635319
Cryptographic_hash_function,Encryption,1,0.111497365
Computer_network,Web_server,0,-0.109507574
Relational_model,Data_type,1,0.144369291
Computer_multitasking,Query_optimization,0,-0.028190298
Random_variable,Application_programming_interface,0,0
Scripting_language,Mutual_exclusion,0,-0.004670832
Memory_management,Mathematical_model,0,0
Computer_animation,Mathematics,1,-0.017449316
Knowledge_representation_and_reasoning,Ray_tracing_(graphics),0,0.003442442
Scheduling_(computing),Artificial_intelligence,0,0.02594535
Public-key_cryptography,Discrete_mathematics,1,-0.025501436
Ray_tracing_(graphics),Inter-process_communication,0,0.00273736
Computer_architecture,Authentication,0,0.01401601
Array_data_structure,Quantum_mechanics,0,0.013551375
Finite_difference,Polynomial,1,0.094232643
Relational_database_management_system,Thread_(computer_science),0,-0.002446994
Approximation_algorithm,Computer_science,1,0.194818269
Computer_simulation,Memory_management,0,0.007774343
Kinematics,Spanning_tree,0,-0.009413219
Programming_paradigm,Data_structure,1,0.038877291
Virtual_reality,Interactivity,1,-0.180736703
Combinational_logic,Information_assurance,0,0
Embedded_system,Relational_algebra,0,-0.015122758
Software_design,Python_(programming_language),0,-0.079272016
Undecidable_problem,Computational_complexity_theory,1,0.07757871
Dynamic_memory_allocation,Probability,0,0.003051757
Continuous_function,Suffix_tree,0,0
Run_time_(program_lifecycle_phase),C_(programming_language),0,0.142395543
Undecidable_problem,Software_development,0,0.024190615
Database_design,Monte_Carlo_method,0,-0.003518795
Graph_theory,Graph_(mathematics),1,-0.349829906
Parallel_algorithm,Parallel_computing,1,0.744931286
Natural_language_processing,Algorithm_design,1,0.027121456
Programmer,Parallel_algorithm,0,-0.096667651
Message_Passing_Interface,Shading,0,0.012639228
Parsing,Programming_language,1,0.152406698
Rendering_(computer_graphics),Mathematics,1,0.019246982
Algorithm_design,Algorithm,1,0
Reinforcement_learning,Artificial_intelligence,1,0.354714297
Computer_animation,Image,1,-0.03856828
Application_programming_interface,Parallel_computing,0,-0.17648088
Amortized_analysis,Reinforcement_learning,0,0.029123955
Algorithm,Mathematical_induction,1,-0.083722732
Software_engineering,Computer_science,1,0.065840691
Sparse_matrix,Finite-state_machine,0,0.015422334
Compiler_optimization,Modular_arithmetic,0,0
Mathematical_proof,Mathematics,1,0.313773451
Relational_database_management_system,Relational_algebra,1,-0.050871327
Integral,Mathematics,1,0.399552002
Statistical_inference,Random_variable,1,-0.308082179
NP-complete,C_(programming_language),0,0.019541069
Correlation_and_dependence,Theoretical_computer_science,0,-0.007109509
Hidden_Markov_model,Probability,1,0.123943498
Computer_science,Bayesian_probability,0,-0.009594411
Mathematical_optimization,Logic_programming,0,-0.019036172
Parsing,Algorithm,1,0.107720589
Prolog,Logic_programming,1,-0.119391879
Application_programming_interface,Programming_language,1,0.104866038
Visualization_(computer_graphics),Computer_science,0,0.067209638
Analysis_of_algorithms,Mathematical_induction,1,-0.021030091
Uncertainty,Run_time_(program_lifecycle_phase),0,0
Relational_database,Database,1,0.267420525
Authentication,Computer_programming,0,-0.007739498
Undecidable_problem,Mathematical_proof,1,-0.367968172
Computational_geometry,Algorithm,1,0.292559043
Server_(computing),Lazy_evaluation,0,-0.030141933
Relational_database,C++,0,0.105081377
Concurrency_control,System_call,0,0.004773021
First-order_logic,Recursion,1,0.072451894
Suffix_tree,Database_transaction,0,0
Web_browser,Unix,0,0.070015255
Sufficient_statistic,Statistical_inference,1,0.156038729
Newton's_method,Approximation,1,-0.061960639
Personal_computer,Computer,1,0.026507752
Computer_graphics,Graphics,1,-0.145865294
Autonomous_robot,Robot,1,0.230884905
CPU_cache,Computer_architecture,1,0.280300544
Partial_differential_equation,Haskell_(programming_language),0,-0.002311233
Deadlock,Geometric_modeling,0,0
Undecidable_problem,Computer_science,1,0.11503078
Application_programming_interface,Formal_methods,0,0.043979529
File_system,Instruction_set,0,-0.018122212
Software_engineering,Debugging,1,-0.201917081
Database,Computer_science,1,-0.053853887
Statistics,Randomness,1,-0.458360674
Model_checking,Mechanical_engineering,0,-0.001269555
Imperative_programming,Higher-order_function,1,-0.251090308
Performance_tuning,Complexity_class,0,0
Computer_vision,Algorithm_design,1,0.045733415
Computer_graphics,Computer_programming,1,-0.180278871
Abstract_data_type,First-order_logic,0,0.019037793
HTML,Computer,1,-0.016753249
Discrete_mathematics,Tensor,0,0.156284665
Communications_protocol,Synchronization,1,-0.000372498
Asymptotic_analysis,Debugging,0,0.002874595
Peer-to-peer,Control_flow,0,-0.003961686
Finite_element_method,Polynomial,1,0.060685116
Computational_science,Microcode,0,0.001643162
Lexical_analysis,Lexical_semantics,0,0.03216448
Data_warehouse,Data_structure,1,0.008822334
Internet_Protocol_Suite,Computer,1,0.015681973
List_of_undecidable_problems,Congestion_control,0,0
Computer_programming,Data_structure,1,-0.048791558
Data_structure,Data,1,0.035782627
Multi-core_processor,Vector_processor,1,0.076319496
Application_software,Computer,1,0.033819306
Linear_programming,Algorithm,1,0.109124826
Programmer,Inference,0,0.03057145
Central_processing_unit,Computer_architecture,1,0.16607596
Flow_network,Monad_(functional_programming),0,0
Geometric_modeling,Lexical_semantics,0,0
Logic_programming,Computer_science,1,0.163274016
Divide_and_conquer_algorithm,Wireless_sensor_network,0,0
Unsupervised_learning,Debugging,0,-0.065356891
Scope_(computer_science),Variable_(computer_science),1,0.077602877
Kalman_filter,Random_variable,0,0.049872873
Distributed_computing,Integral,0,-0.001133079
Pushdown_automaton,Automata_theory,1,0.423673082
Processor_register,Lexical_analysis,0,-0.006713123
Predicate_logic,Foundations_of_mathematics,1,0.076341419
Congestion_control,Pattern_recognition,0,0
Randomized_algorithm,Natural_language_processing,0,0.002856045
MapReduce,Variable_(computer_science),0,0.003225535
Kinematics,CPU_cache,0,0
List_of_undecidable_problems,Support_vector_machine,0,0
Microprocessor,Problem_solving,0,-0.001205062
Abstract_data_type,Cryptography,0,0.026284232
Software_engineering,Theory_of_computation,1,-0.129477883
Algorithm_design,Analysis_of_algorithms,1,-0.355785449
Modular_programming,Personal_computer,0,0.000416092
Generic_programming,P_versus_NP_problem,0,0.003445945
Bayesian_probability,Probability,1,0.142375876
Security,MATLAB,0,0
Python_(programming_language),Imperative_programming,1,-0.225371127
Tensor,Markov_process,0,-0.017271222
Haskell_(programming_language),Programming_language,1,0.318359272
Wavelet,Flow_network,0,0
Robot,Turing_machine,0,0.004046349
Newton's_method,Numerical_analysis,1,0.077356844
List_of_undecidable_problems,Denotational_semantics,0,0.00892781
Cloud_computing,Computer_network,1,0.458521342
Volume_rendering,Computer_graphics,1,0.282197526
Abstraction_(computer_science),Computer_architecture,0,0.063672567
Algorithm,Computability,1,-0.349533578
Functional_programming,Generic_programming,1,-0.062810747
Probability,Mathematics,1,0.120499404
Vulnerability_(computing),Computer_animation,0,0.010369126
PageRank,Abstract_data_type,0,0
Instruction_set,Computer_architecture,1,0.384682784
Software_development,Data_structure,1,0.065775888
Computer,Arithmetic,1,-0.044668257
CPU_cache,Computer,1,0.025828456
Data_mining,Scientific_modelling,0,-0.035765497
Propositional_calculus,Logic,1,0.367839766
Numerical_analysis,Eigenvalues_and_eigenvectors,1,-0.172166879
Software_engineering,Computational_complexity_theory,1,0.00724821
Reason,Ray_tracing_(graphics),0,0
Data_warehouse,Data,1,0.115475183
Logic,Foundations_of_mathematics,1,-0.401917121
Machine_learning,Mathematical_optimization,1,0.01872574
Context-free_language,Relational_database_management_system,0,0.010177001
Computational_science,Java_(programming_language),0,0.055910126
Java_(programming_language),Object-oriented_programming,1,-0.119840035
Shortest_path_problem,NP-complete,1,-0.006588255
Transaction_processing,Software_engineering,0,0.021486394
Hidden_Markov_model,Data_structure,0,-0.000421224
Automated_theorem_proving,PSPACE,0,-0.046301586
Message_Passing_Interface,Inter-process_communication,1,-0.006416958
Profiling_(computer_programming),Algorithm,1,0.106577788
Interaction_design,Modular_arithmetic,0,-0.019317583
Unsupervised_learning,Random_walk,0,0.011546553
Randomized_algorithm,Introduction_to_Algorithms,1,0.096217915
Polymorphism_(computer_science),Programming_style,0,0
Packet_switching,Computer_network,1,0.222598251
Information_theory,Probability_theory,1,-0.259219968
Time_complexity,Algorithm,1,0.196861825
Algorithm,Combinatorics,1,-0.164323775
ML_(programming_language),Functional_programming,1,0.341393198
Object-oriented_programming,Object_(computer_science),1,-0.218562125
Run_time_(program_lifecycle_phase),Computer_science,1,0.114113686
Object-oriented_programming,Data,1,0.007385722
Natural_language_processing,Semantics,1,0.085629191
Profiling_(computer_programming),Correlation_and_dependence,0,0.005215622
Database_design,Mathematical_induction,0,0
Kalman_filter,Expected_value,1,0.046531617
Natural_language_processing,Computer_science,1,-0.148145797
Entropy,Probability,1,0.017952136
Theoretical_computer_science,Information_theory,0,0.203669966
Graph_theory,Automated_theorem_proving,0,0.023950759
Fast_Fourier_transform,Inter-process_communication,0,-0.003462029
Recurrence_relation,Algorithm,1,0.06049867
Computer_programming,Synchronization,0,-0.009402844
Software_design,Java_(programming_language),1,-0.06809332
Probability,World_Wide_Web,0,0.010190078
Database_design,Relational_database,1,0.106127216
Computational_chemistry,3D_modeling,0,-0.017947596
User_interface_design,Algorithm,0,0.048730424
Distributed_algorithms,Array_data_structure,0,0.044626846
C++,Computer,1,-0.039453484
Statistics,Pattern_matching,0,-0.010007459
Statistical_hypothesis_testing,Random_variable,1,-0.349746716
Memory_hierarchy,Computer_vision,0,0.005867082
Index_(database),Motion_capture,0,0
Social_network,Kalman_filter,0,0.001974108
Distributed_algorithms,Continuous_function,0,0
Malware,Computer_security,1,0.183897795
Web_browser,Computer,1,-0.020917851
Fourier_analysis,Polynomial,1,0.028063406
Computer_software,Computer,1,0.011145463
Martingale_(probability_theory),Random_variable,1,0.19689199
Mathematical_optimization,Linear_algebra,1,0.018375084
Web_search_engine,Algorithm,1,0.073747284
Linked_list,Computer_science,1,0.437668158
Abstract_data_type,Suffix_tree,0,-0.041576896
C_(programming_language),Arithmetic,1,-0.034741536
Dynamic_programming,Computer_science,1,0.21948946
Big_data,Communications_protocol,0,-0.010311989
Design_of_experiments,Complexity,0,-0.021855532
Computational_chemistry,Algorithm,1,0.088051534
Database_design,Robotics,0,0.009124279
Pushdown_automaton,Computability,1,-0.291241076
Abstraction_(computer_science),Reinforcement_learning,0,0.020057228
Parsing,Context-free_language,1,-0.074804927
Bioinformatics,Computer_programming,1,-0.013018331
Computer_multitasking,Malware,0,-0.003497881
Computational_complexity_theory,Algorithm_design,1,0.189828923
Malware,Authentication,1,-0.018328058
Tensor,Fast_Fourier_transform,0,-0.022453055
Database_design,Database,1,0.161584189
Index_(database),Computer_science,1,0.158248418
Data,Mobile_device,0,0.003379032
Regular_expression,Statistical_inference,0,0.004546484
Mobile_device,Atomicity_(database_systems),0,-0.016022355
Atomicity_(database_systems),Database,1,0.207066006
Assembly_language,Computer,1,-0.002246245
Machine_translation,Prolog,0,-0.004130379
Expected_value,Web_server,0,0.005723095
Lazy_evaluation,Formal_methods,0,0.013831012
Public-key_cryptography,Algorithm,1,0.121945644
Inheritance_(object-oriented_programming),Programming_language,1,0.178207456
Image,Concurrent_computing,0,0.005952197
Vulnerability_(computing),Coding_theory,0,-0.008575158
Scientific_visualization,Computer_graphics,1,0.377202442
Abstract_data_type,Information_security,0,0.020008646
Computer_network,Computer_science,1,-0.11460556
Atomicity_(database_systems),Automata_theory,0,0.014407598
System_programming,Index_(database),0,-0.008038536
Spanning_tree,Statistics,0,0.024458105
Software_engineering,Programming_language,1,0.013325474
Problem_solving,Approximation,0,-0.010359942
Shared_memory,Image_processing,0,0.02844863
Machine_translation,Algorithm,1,0.045402982
Malware,Information_security,1,0.197841882
Data_mining,Database,1,0.07555675
Parametric_polymorphism,Data_type,1,0.000720214
Regular_language,Newton's_method,0,-0.003194665
Analysis_of_algorithms,Computation,1,-0.030385744
Discrete_mathematics,Java_(programming_language),0,-0.004343171
Machine_learning,Markov_chain,1,-0.233212047
Computer_science,Discrete_mathematics,1,-0.141151979
Web_service,Fixed_point_(mathematics),0,-0.00633284
Calculus,Mathematics,1,0.205933217
P_versus_NP_problem,Integer,1,0.02808559
Arithmetic_logic_unit,Combinational_logic,1,0.277164323
Discrete_mathematics,Mathematical_proof,1,0.056847984
Polymorphism_(computer_science),Database_management_system,0,0.032331353
Poisson_distribution,Random_variable,1,0.143395168
Regular_expression,Relational_algebra,0,-0.021984774
NP-complete,Calculus_of_variations,0,0.003034082
Computer_security,Type_system,0,-0.040936443
Polymorphism_(computer_science),Gradient_descent,0,0
Distributed_computing,Mutual_exclusion,1,-0.10064261
Pattern_matching,Functional_programming,1,0.034331219
Algorithm_design,Mathematics,1,0.146581374
Database,Algorithm_design,1,0.05132487
Communications_protocol,Communication,1,0.002523199
NP_(complexity),Computer_science,1,0.089191988
Computer_software,Operating_system,1,0.235204641
Software_development,Computer_science,1,0.299067247
Interactivity,Computer_science,1,0.141024689
Quantum_computer,Computer_science,1,0.068920228
Foundations_of_mathematics,Artificial_intelligence,0,0.049798661
User_interface,CPU_cache,0,-0.006865415
Relational_database,Relational_algebra,1,-0.050871327
C_(programming_language),Computing,1,-0.060601036
Unsupervised_learning,Network_security,0,0.004510475
Computer_graphics,Algorithm_design,1,0.029981943
Virtual_memory,Operating_system,1,0.1526306
Randomization,Lock_(computer_science),0,0
Fourier_analysis,Inequality_(mathematics),0,-0.04168675
Instruction_set,Interface_(computing),0,-0.014038503
Computational_complexity_theory,Complexity,1,-0.067184594
Uncertainty,Sequence_alignment,0,0
Foundations_of_mathematics,Public-key_cryptography,0,0.009154613
Web_server,Computer,1,0.022082788
Computational_complexity_theory,Theory_of_computation,1,-0.305765623
Data,Semidefinite_programming,0,-0.00209412
Inference,High-level_programming_language,0,-0.004054738
Stochastic_process,Probability,1,-0.061026632
Monad_(functional_programming),Functional_programming,1,0.13203734
Functional_programming,Recursion,1,0.049316842
Data_structure,Data_type,1,-0.199198146
Scripting_language,Computer_programming,1,0.017436073
Spanning_tree,Mathematics,1,0.183335916
Internet_Protocol_Suite,Computer_network,1,0.17326564
Gradient_descent,Graphics_processing_unit,0,0.041169921
Inheritance_(object-oriented_programming),Object-oriented_programming,1,0.346230427
Debugging,Computer_programming,1,-0.01861446
Graph_(mathematics),Mathematics,1,0.33203033
Numerical_analysis,Matrix_(mathematics),1,0.018582954
Automatic_programming,Autonomous_robot,0,0
Reason,Mathematical_optimization,0,-2.71E-05
Lock_(computer_science),Data_warehouse,0,0.009892956
Time_complexity,Network_security,0,0.008811343
Finite-state_machine,Computer_science,1,0.162167815
Relational_database_management_system,Database,1,0.267420525
Reason,Hidden_Markov_model,0,-0.007288972
Fourier_analysis,Run_time_(program_lifecycle_phase),0,0
Recursion,Algorithm,1,0.040636041
Deadlock,Computer_multitasking,1,-0.276436896
Model_of_computation,Computational_complexity_theory,1,0.262558475
Turing_machine,Control_flow,0,-0.013035845
Symbol_table,Compiler,1,0.388323832
Kernel_(computing),Operating_system,1,0.126246716
Data_warehouse,MapReduce,0,0.000532548
Software_testing,Bayesian_probability,0,0.006001513
Randomized_algorithm,CPU_cache,0,-0.000999799
Data_structure,Computer_science,1,0.392923206
Network_security,Computer_security,1,0.305609667
Image_analysis,Computer_science,1,0.112867474
Mathematical_induction,Atomicity_(database_systems),0,0
Undecidable_problem,Algorithm,1,0.091109533
Newton's_method,Recursively_enumerable_set,0,-0.003127287
Conditional_probability,Analysis_of_algorithms,0,0.01766497
Information_security,Large_deviations_theory,0,-0.021131056
Correlation_and_dependence,Hidden_Markov_model,0,0.021857186
Rendering_(computer_graphics),Computer,1,0.02366149
Program_optimization,Debugging,0,0.082655335
Cryptography,Modular_arithmetic,1,-0.10451063
Microcode,Assembly_language,1,0.033371865
Inheritance_(object-oriented_programming),Fast_Fourier_transform,0,-0.008232488
Symbol_table,Finite_element_method,0,0.012173974
Ordinary_differential_equation,Nonlinear_system,1,-0.286372936
Robot,Information_security,0,-0.000996011
Database,Data_structure,1,-0.068509056
Programmer,Graph_coloring,0,-0.002148665
Coding_theory,User_interface,0,-0.016271607
Fast_Fourier_transform,Algorithm,1,0.086810283
Knowledge_representation_and_reasoning,Computer_science,1,0.146041575
Model_checking,Algorithm,1,0.108619402
Asymptotic_analysis,Inequality_(mathematics),0,0.013969941
Relational_database,Database_management_system,1,0.267420525
Pattern_matching,String_(computer_science),1,0.286710669
Computer_graphics,Geometry,1,0.007041427
Syntax,Design_pattern_(computer_science),0,-0.009709222
Relational_database_management_system,Finite_element_method,0,0
C_(programming_language),Computer,1,-0.049644578
Arithmetic_logic_unit,List_of_undecidable_problems,0,0
Compiler,Assembly_language,1,-0.049623755
Complexity_class,Algorithm,1,0.269364926
Tensor,Mathematics,1,0.50694583
Image_processing,Computer_programming,1,-0.001926979
Computer_simulation,Kinematics,0,-0.009231054
Computability,Computer_architecture,0,0.10698522
Tensor,Mathematics,0,0.50694583
Computer_multitasking,Public-key_cryptography,0,0
Martingale_(probability_theory),Markov_chain,1,0.276121127
Theory_of_computation,Arithmetic,0,0.084603979
Sufficient_statistic,Data,1,-0.355575883
Parallel_computing,Digital_signature,0,-0.003353749
Programming_language,Dynamic_programming,0,-0.064882054
Formal_methods,Relational_database_management_system,0,0.013121957
Robotics,Robot,1,0.032692786
Embedded_system,Operating_system,1,0.117910834
Denotational_semantics,Variable_(computer_science),0,0.027377484
Graph_coloring,Expected_value,0,0.004975104
Stochastic_process,Random_variable,1,0.020359218
Cryptography,Sparse_matrix,0,-0.026343952
Statistical_inference,Software_design,0,-0.004886554
String_(computer_science),Computer_programming,1,0.04319733
Introduction_to_Algorithms,Speech_recognition,0,0
Suffix_tree,Knowledge_representation_and_reasoning,0,0.003289035
Data_mining,Data,1,-0.050663362
Matrix_(mathematics),Kernel_(computing),0,-0.041827393
Processor_register,Stack_(data_structure),1,-0.049787046
Message_passing,Theory_of_computation,0,0.015632986
Calculus_of_variations,Approximation_algorithm,0,-0.020498774
Finite-state_machine,Theory_of_computation,1,0.0137122
Numerical_analysis,Internet,0,0.040687594
High-level_programming_language,Computer,1,0.012599411
Message_passing,Computer_science,1,0.215246777
Scope_(computer_science),Approximation,0,0
Stack_(data_structure),Lexical_analysis,0,0.006826484
Pattern_matching,Integer,0,0.077201652
Memory_management,Unsupervised_learning,0,0.021183582
Control_flow,Microcode,0,-0.009207255
Machine_learning,Artificial_intelligence,1,0.13739716
Relational_model,Mathematical_proof,0,0.000532286
Information_theory,Conditional_probability,1,-0.050191768
Image_analysis,Software_development,0,0.002636675
Functional_programming,Recursion_(computer_science),1,-0.083997281
Relational_database,Computer_science,1,0.054878959
Prolog,Parsing,0,-0.04479985
Compiler_optimization,Functional_programming,0,0.048384982
Instruction_set,Computer,1,0.017820421
Partial_differential_equation,Numerical_analysis,1,0.072574223
Mathematical_induction,Computational_chemistry,0,0.015228923
Stochastic_process,Randomness,1,-0.051947212
Computer_graphics,Scientific_visualization,0,-0.377202442
Inequality_(mathematics),Software_engineering,0,0.004121466
Computational_geometry,Finite-state_machine,0,-0.002390892
Analysis_of_algorithms,Combinatorics,1,-0.140881631
Context-free_grammar,Memory_hierarchy,0,-0.002354186
Theoretical_computer_science,Computer_science,1,0.195830295
Scientific_modelling,Rendering_(computer_graphics),0,-0.170264494
Lexical_analysis,Finite-state_machine,1,0.02091505
Natural_language_processing,MapReduce,0,-0.018324414
Image_analysis,Network_security,0,0.017804904
Relational_model,Context-free_grammar,0,0.004766283
Boundary_value_problem,Partial_differential_equation,1,0.238910753
"Best,_worst_and_average_case",Database_system,0,0.094283835
Monad_(functional_programming),Computation,1,-0.013596622
Stochastic,Probability_theory,1,0.118914055
Formal_methods,Computer_programming,1,-0.148712369
Information_security,Image_analysis,0,-0.0168686
Computing,Computation,1,0.00466115
Algorithm,Logic,1,0.09072039
Lock_(computer_science),Fourier_analysis,0,0
SQL,Database,1,-0.002208553
Economics,Machine_learning,0,-0.017534248
Program_optimization,Spanning_tree,0,0
Graphics,Query_language,0,0
Mechanical_engineering,Java_(programming_language),0,0.01252938
Parsing,Computer_programming,1,0.002419895
Operating_system,Theory_of_computation,0,-0.182002875
PageRank,Automata_theory,0,0.008763842
Robotics,Speech_recognition,1,-0.032253648
PSPACE,Profiling_(computer_programming),0,-0.004761094
Syntax,Linked_list,0,-0.008548272
"Best,_worst_and_average_case",Computational_geometry,0,0.029341662
Lazy_evaluation,Server_(computing),0,0.030141933
Boundary_value_problem,System_call,0,0
Mathematical_model,Digital_electronics,0,0.00339561
Computation,Entropy,0,0.010667687
Wireless_sensor_network,Database_system,0,0.026070126
Hidden_line_removal,Numerical_analysis,0,0.038952005
Cluster_analysis,Computer_science,1,0.024668725
Polymorphism_(computer_science),Scripting_language,0,0.003429559
Inference,Probability,1,0.029118932
User_interface_design,Software_design,0,0.10328522
Routing,OSI_model,1,0.029843463
Context-free_grammar,Inheritance_(object-oriented_programming),0,-0.005330424
Regular_language,Finite-state_machine,1,0.021014733
High-level_programming_language,Queue_(data_structure),0,-0.008748326
Semantics_of_programming_languages,Linear_system,0,0
Information_theory,Big_data,0,-0.006562587
Machine_learning,Quantum_computer,0,-0.080977058
Linked_list,Large_deviations_theory,0,0
Distributed_computing,Computational_complexity_theory,1,-0.105981535
Quantum_cryptography,Regular_expression,0,0.003005769
Theory_of_computation,Computer_science,1,0.339561475
Digital_electronics,Problem_solving,0,0.003664565
Statistics,Arithmetic,1,-0.078564486
Matrix_(mathematics),Computer_graphics,0,0.025616465
Computer_graphics,Stochastic,0,-0.018332997
Programming_language,Computer_science,1,0.025549756
Differential_equation,PSPACE,0,-0.00473428
Poisson_distribution,Probability_theory,1,0.135721589
Malware,Computer_network,1,0.100820559
Graph_coloring,Graph_theory,1,0.370399455
Volume_rendering,Rendering_(computer_graphics),1,-0.166009995
Computer_architecture,Mobile_device,0,-0.012836066
Spanning_tree,Suffix_tree,0,0
Conditional_probability,Natural_language,0,0
Reason,Gradient_descent,0,0.000704678
Database_design,Relational_model,1,0.079078124
Hidden_Markov_model,Probability_theory,1,0.386804262
Numerical_analysis,Algorithm,1,0.128888608
Speech_recognition,Computer_science,1,0.013070658
Mathematical_model,Integer,1,0.030493996
Control_flow,Computer,1,0.012283629
Natural_language_processing,Knowledge_representation_and_reasoning,0,-0.283602687
Dynamic_programming,Introduction_to_Algorithms,1,0.051071459
Quantum_mechanics,Parametric_polymorphism,0,0
MATLAB,Programming_language,1,0.083173542
Application_programming_interface,Computer_programming,1,0.063802398
Ordinary_differential_equation,Mathematics,1,0.403017679
Computational_problem,Computer_science,1,0.286025711
Inference,Polymorphism_(computer_science),0,-0.016846957
Linear_programming,Graphical_model,0,0.00266651
Estimation_theory,Probability,1,0.040510584
Graphics_processing_unit,Security,0,-0.03961387
Server_(computing),Nonlinear_system,0,-0.004879296
Programming_paradigm,Differential_equation,0,0.013058489
Decision_theory,Random_variable,1,0.076575918
Parallel_computing,Computer_science,1,-0.07821859
Pushdown_automaton,Atomicity_(database_systems),0,0
Design_of_experiments,Statistical_hypothesis_testing,1,0.049799649
Mathematics,Social_network,0,-0.061495981
Graph_coloring,Hash_table,0,0.009906976
Programmer,Finite_set,0,0
Mathematical_optimization,Probability_theory,0,-0.225472448
System_call,Operating_system,1,0.391899688
Traffic_analysis,Cryptography,1,0.460699518
Randomized_algorithm,Cryptanalysis,0,-0.009128955
